Miolo de Camarão 80/100 Ultracongelado,Continente,Unidade,emb. 250 gr
Lombos de Salmão ASC Ultracongelado,Continente,Unidade,emb. 500 gr (4 un)
Bacalhau MSC Desfiado Congelado,Riberalves,Unidade,emb. 400 gr
Pescada Média do Cabo MSC para Cozer Ultracongelada,Continente,Unidade,emb. 600 gr
Paloco do Pacífico MSC Desfiado Demolhado Ultracongelado,Continente,Unidade,emb. 500 gr
Lombos de Pescada do Cabo Ultracongelados,Continente,Unidade,emb. 400 gr
Mimos de Pescada do Cabo Ultracongelados,Pescanova,Unidade,emb. 1 kg (15/20 un)
Lombos de Salmão Ultracongelado,Pescanova,Unidade,emb. 250 gr (2 un)
Salmão da Noruega Fumado,Martiko,Unidade,emb. 80 gr
Filetes de Pescada Congelados,Continente,Unidade,emb. 1 kg
Filetes de Dourada ASC Ultracongelada,Iglo,Unidade,emb. 200 gr (2 un)
Filetes de Pescada do Cabo Ultracongelados,Pescanova,Unidade,emb. 400 gr
Lombos de Bacalhau MSC Demolhado Ultracongelados,Continente Seleção,Unidade,emb. 600 gr
Lulas Limpas Ultracongeladas,Continente,Unidade,emb. 400 gr
Porções de Salmão Ultracongelado,Royal Greenland,Unidade,emb. 500 gr (5 un)
Filetes de Dourada ASC Ultracongelada,Iglo,Unidade,emb. 200 gr (2 un)
Lombos de Salmão Ultracongelado,Pescanova,Unidade,emb. 250 gr (2 un)
Alas de Raia sem Pele Congeladas,Continente,Unidade,emb. 700 gr
Postas Pescada Nº 3 do Cabo para Cozer Ultracongeladas,Pescanova,Unidade,emb. 600 gr (3/5 un)
Miolo de Camarão Grande 40/60 Ultracongelado,Pescanova,Unidade,emb. 200 gr (40/60 un)
Delícias do Mar Ultracongeladas,Pescanova,Unidade,emb. 450 gr
Bacalhau MSC Desfiado Congelado,Riberalves,Unidade,emb. 400 gr
Miolo de Camarão Gigante 15/30 Ultracongelado,Pescanova,Unidade,emb. 250 gr (15/30 un)
Miolo de Gamba Rosa Selvagem de Moçambique 30/40 Congelado,Continente Seleção,Unidade,emb. 250 gr
Lombos de Perca do Nilo Congelados,Continente,Unidade,emb. 400 gr
Miolo de Camarão 80/100 Ultracongelado,Pescanova,Unidade,emb. 350 gr
Lula Limpa 20/40 Ultracongelada,Pescanova,Unidade,emb. 450 gr
Lombos de Salmão ASC Ultracongelado,Continente,Unidade,emb. 500 gr (4 un)
Medalhões de Pescada do Cabo MSC Ultracongelada,Continente,Unidade,emb. 1 kg
Postas de Pescada Nº 5 do Chile para Cozer Ultracongeladas,Pescanova,Unidade,emb. 800 gr (3/6 un)
Pescada Grande do Cabo MSC para Cozer Ultracongelada,Continente,Unidade,emb. 800 gr
Medalhões de Pescada do Cabo Ultracongelada,Iglo,Unidade,emb. 360 gr (6 un)
Posta de Pescada do Chile Nº5 para Cozer Ultracongelada,Continente,Unidade,emb. 600 gr
Lombos de Pescada MSC Ultracongelados,Iglo,Unidade,emb. 400 gr (4 un)
Miolo de Camarão Selvagem 20/40 Congelado,Continente,Unidade,emb. 400 gr
Posta de Maruca para Cozer Congelada,Continente,Unidade,emb. 500 gr
Medalhões de Pescada sem Pele Ultracongelada,Pescanova,Unidade,emb. 400 gr (4 un)
